Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Hour,Request Day,Drop Date,Drop Hour,Time Slot,Trip Duration (min),Status Category
3355,Airport,173.0,Cancelled,2016-07-13 13:26:29,,2016-07-13,13,Wednesday,,,Afternoon,,Failure
86,City,174.0,Cancelled,2016-07-11 04:51:00,,2016-07-11,4,Monday,,,Early Morning,,Failure
550,City,174.0,Cancelled,2016-07-11 10:04:00,,2016-07-11,10,Monday,,,Morning,,Failure
2275,City,175.0,Cancelled,2016-07-12 18:34:00,,2016-07-12,18,Tuesday,,,Evening,,Failure
4399,City,175.0,Cancelled,2016-07-14 08:02:44,,2016-07-14,8,Thursday,,,Morning,,Failure
5598,City,175.0,Cancelled,2016-07-15 06:13:51,,2016-07-15,6,Friday,,,Early Morning,,Failure
293,City,176.0,Cancelled,2016-07-11 07:07:00,,2016-07-11,7,Monday,,,Early Morning,,Failure
355,City,176.0,Cancelled,2016-07-11 07:54:00,,2016-07-11,7,Monday,,,Early Morning,,Failure
683,Airport,176.0,Cancelled,2016-07-11 13:40:00,,2016-07-11,13,Monday,,,Afternoon,,Failure
1490,City,176.0,Cancelled,2016-07-12 05:21:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
1796,City,176.0,Cancelled,2016-07-12 09:06:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
4529,City,176.0,Cancelled,2016-07-14 09:30:05,,2016-07-14,9,Thursday,,,Morning,,Failure
4536,City,176.0,Cancelled,2016-07-14 09:39:29,,2016-07-14,9,Thursday,,,Morning,,Failure
433,City,177.0,Cancelled,2016-07-11 08:57:00,,2016-07-11,8,Monday,,,Morning,,Failure
1607,City,177.0,Cancelled,2016-07-12 06:41:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
3189,City,177.0,Cancelled,2016-07-13 09:32:49,,2016-07-13,9,Wednesday,,,Morning,,Failure
4128,City,177.0,Cancelled,2016-07-14 04:42:38,,2016-07-14,4,Thursday,,,Early Morning,,Failure
4197,City,177.0,Cancelled,2016-07-14 05:27:13,,2016-07-14,5,Thursday,,,Early Morning,,Failure
4524,City,177.0,Cancelled,2016-07-14 09:26:12,,2016-07-14,9,Thursday,,,Morning,,Failure
5871,City,177.0,Cancelled,2016-07-15 09:23:40,,2016-07-15,9,Friday,,,Morning,,Failure
5912,City,177.0,Cancelled,2016-07-15 10:00:48,,2016-07-15,10,Friday,,,Morning,,Failure
2466,Airport,178.0,Cancelled,2016-07-12 20:34:00,,2016-07-12,20,Tuesday,,,Night,,Failure
2886,City,178.0,Cancelled,2016-07-13 06:01:35,,2016-07-13,6,Wednesday,,,Early Morning,,Failure
5225,City,178.0,Cancelled,2016-07-14 21:06:59,,2016-07-14,21,Thursday,,,Night,,Failure
6505,City,178.0,Cancelled,2016-07-15 20:35:06,,2016-07-15,20,Friday,,,Night,,Failure
2785,City,179.0,Cancelled,2016-07-13 04:50:41,,2016-07-13,4,Wednesday,,,Early Morning,,Failure
2806,City,179.0,Cancelled,2016-07-13 05:00:10,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
4459,City,179.0,Cancelled,2016-07-14 08:37:33,,2016-07-14,8,Thursday,,,Morning,,Failure
5653,City,179.0,Cancelled,2016-07-15 06:58:27,,2016-07-15,6,Friday,,,Early Morning,,Failure
1650,City,180.0,Cancelled,2016-07-12 07:14:00,,2016-07-12,7,Tuesday,,,Early Morning,,Failure
3745,Airport,180.0,Cancelled,2016-07-13 20:27:16,,2016-07-13,20,Wednesday,,,Night,,Failure
4796,Airport,180.0,Cancelled,2016-07-14 16:54:50,,2016-07-14,16,Thursday,,,Evening,,Failure
2119,City,181.0,Cancelled,2016-07-12 16:41:00,,2016-07-12,16,Tuesday,,,Evening,,Failure
3013,City,181.0,Cancelled,2016-07-13 07:31:04,,2016-07-13,7,Wednesday,,,Early Morning,,Failure
3126,City,181.0,Cancelled,2016-07-13 08:43:17,,2016-07-13,8,Wednesday,,,Morning,,Failure
4235,City,181.0,Cancelled,2016-07-14 05:51:55,,2016-07-14,5,Thursday,,,Early Morning,,Failure
105,City,182.0,Cancelled,2016-07-11 04:58:00,,2016-07-11,4,Monday,,,Early Morning,,Failure
1747,City,182.0,Cancelled,2016-07-12 08:27:00,,2016-07-12,8,Tuesday,,,Morning,,Failure
4134,City,182.0,Cancelled,2016-07-14 04:45:23,,2016-07-14,4,Thursday,,,Early Morning,,Failure
217,City,183.0,Cancelled,2016-07-11 06:12:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
4478,City,183.0,Cancelled,2016-07-14 08:44:58,,2016-07-14,8,Thursday,,,Morning,,Failure
5248,City,183.0,Cancelled,2016-07-14 21:18:23,,2016-07-14,21,Thursday,,,Night,,Failure
6032,Airport,183.0,Cancelled,2016-07-15 13:00:41,,2016-07-15,13,Friday,,,Afternoon,,Failure
4206,City,184.0,Cancelled,2016-07-14 05:34:56,,2016-07-14,5,Thursday,,,Early Morning,,Failure
4387,City,184.0,Cancelled,2016-07-14 07:54:18,,2016-07-14,7,Thursday,,,Early Morning,,Failure
113,City,185.0,Cancelled,2016-07-11 05:09:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
1558,City,185.0,Cancelled,2016-07-12 06:13:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
2180,Airport,185.0,Cancelled,2016-07-12 17:42:00,,2016-07-12,17,Tuesday,,,Evening,,Failure
3661,Airport,185.0,Cancelled,2016-07-13 19:28:43,,2016-07-13,19,Wednesday,,,Evening,,Failure
378,City,186.0,Cancelled,2016-07-11 08:08:00,,2016-07-11,8,Monday,,,Morning,,Failure
790,Airport,186.0,Cancelled,2016-07-11 16:56:00,,2016-07-11,16,Monday,,,Evening,,Failure
1700,City,186.0,Cancelled,2016-07-12 07:58:00,,2016-07-12,7,Tuesday,,,Early Morning,,Failure
3788,Airport,186.0,Cancelled,2016-07-13 20:50:21,,2016-07-13,20,Wednesday,,,Night,,Failure
480,City,187.0,Cancelled,2016-07-11 09:26:00,,2016-07-11,9,Monday,,,Morning,,Failure
1632,City,187.0,Cancelled,2016-07-12 07:06:00,,2016-07-12,7,Tuesday,,,Early Morning,,Failure
3101,City,187.0,Cancelled,2016-07-13 08:28:00,,2016-07-13,8,Wednesday,,,Morning,,Failure
5706,City,187.0,Cancelled,2016-07-15 07:38:04,,2016-07-15,7,Friday,,,Early Morning,,Failure
5772,City,188.0,Cancelled,2016-07-15 08:22:59,,2016-07-15,8,Friday,,,Morning,,Failure
129,City,189.0,Cancelled,2016-07-11 05:10:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
3119,City,189.0,Cancelled,2016-07-13 08:35:33,,2016-07-13,8,Wednesday,,,Morning,,Failure
3228,City,189.0,Cancelled,2016-07-13 09:58:28,,2016-07-13,9,Wednesday,,,Morning,,Failure
1569,City,190.0,Cancelled,2016-07-12 06:21:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
1820,City,190.0,Cancelled,2016-07-12 09:24:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
1840,City,190.0,Cancelled,2016-07-12 09:37:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
4323,City,190.0,Cancelled,2016-07-14 07:00:12,,2016-07-14,7,Thursday,,,Early Morning,,Failure
4346,City,190.0,Cancelled,2016-07-14 07:21:06,,2016-07-14,7,Thursday,,,Early Morning,,Failure
5785,City,190.0,Cancelled,2016-07-15 08:32:49,,2016-07-15,8,Friday,,,Morning,,Failure
6400,City,190.0,Cancelled,2016-07-15 19:18:51,,2016-07-15,19,Friday,,,Evening,,Failure
224,City,191.0,Cancelled,2016-07-11 06:17:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
5913,City,191.0,Cancelled,2016-07-15 09:58:51,,2016-07-15,9,Friday,,,Morning,,Failure
1833,City,192.0,Cancelled,2016-07-12 09:34:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
2902,City,192.0,Cancelled,2016-07-13 05:59:39,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
4239,City,192.0,Cancelled,2016-07-14 05:56:04,,2016-07-14,5,Thursday,,,Early Morning,,Failure
265,City,193.0,Cancelled,2016-07-11 06:47:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
833,Airport,193.0,Cancelled,2016-07-11 17:37:00,,2016-07-11,17,Monday,,,Evening,,Failure
3249,City,193.0,Cancelled,2016-07-13 10:13:59,,2016-07-13,10,Wednesday,,,Morning,,Failure
4226,City,193.0,Cancelled,2016-07-14 05:46:51,,2016-07-14,5,Thursday,,,Early Morning,,Failure
5867,City,193.0,Cancelled,2016-07-15 09:19:33,,2016-07-15,9,Friday,,,Morning,,Failure
684,City,194.0,Cancelled,2016-07-11 13:32:00,,2016-07-11,13,Monday,,,Afternoon,,Failure
718,City,194.0,Cancelled,2016-07-11 14:51:00,,2016-07-11,14,Monday,,,Afternoon,,Failure
4145,City,194.0,Cancelled,2016-07-14 04:56:49,,2016-07-14,4,Thursday,,,Early Morning,,Failure
5489,City,194.0,Cancelled,2016-07-15 04:52:39,,2016-07-15,4,Friday,,,Early Morning,,Failure
5651,City,194.0,Cancelled,2016-07-15 07:00:08,,2016-07-15,7,Friday,,,Early Morning,,Failure
290,City,195.0,Cancelled,2016-07-11 07:13:00,,2016-07-11,7,Monday,,,Early Morning,,Failure
1030,Airport,195.0,Cancelled,2016-07-11 19:14:00,,2016-07-11,19,Monday,,,Evening,,Failure
3062,City,195.0,Cancelled,2016-07-13 07:50:36,,2016-07-13,7,Wednesday,,,Early Morning,,Failure
5635,City,195.0,Cancelled,2016-07-15 06:43:04,,2016-07-15,6,Friday,,,Early Morning,,Failure
5828,City,195.0,Cancelled,2016-07-15 09:00:06,,2016-07-15,9,Friday,,,Morning,,Failure
2823,City,196.0,Cancelled,2016-07-13 05:15:44,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
4558,City,196.0,Cancelled,2016-07-14 09:51:06,,2016-07-14,9,Thursday,,,Morning,,Failure
5494,City,196.0,Cancelled,2016-07-15 04:56:11,,2016-07-15,4,Friday,,,Early Morning,,Failure
5501,City,196.0,Cancelled,2016-07-15 05:07:36,,2016-07-15,5,Friday,,,Early Morning,,Failure
526,City,197.0,Cancelled,2016-07-11 09:46:00,,2016-07-11,9,Monday,,,Morning,,Failure
1887,City,197.0,Cancelled,2016-07-12 10:08:00,,2016-07-12,10,Tuesday,,,Morning,,Failure
2944,City,197.0,Cancelled,2016-07-13 06:33:43,,2016-07-13,6,Wednesday,,,Early Morning,,Failure
4413,City,197.0,Cancelled,2016-07-14 08:07:44,,2016-07-14,8,Thursday,,,Morning,,Failure
4420,City,197.0,Cancelled,2016-07-14 08:13:50,,2016-07-14,8,Thursday,,,Morning,,Failure
5486,City,197.0,Cancelled,2016-07-15 04:51:17,,2016-07-15,4,Friday,,,Early Morning,,Failure
6010,City,197.0,Cancelled,2016-07-15 12:25:21,,2016-07-15,12,Friday,,,Afternoon,,Failure
277,City,198.0,Cancelled,2016-07-11 06:59:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
2148,City,198.0,Cancelled,2016-07-12 17:22:00,,2016-07-12,17,Tuesday,,,Evening,,Failure
2802,City,198.0,Cancelled,2016-07-13 04:51:42,,2016-07-13,4,Wednesday,,,Early Morning,,Failure
4445,City,198.0,Cancelled,2016-07-14 08:36:44,,2016-07-14,8,Thursday,,,Morning,,Failure
546,City,199.0,Cancelled,2016-07-11 10:04:00,,2016-07-11,10,Monday,,,Morning,,Failure
1115,Airport,199.0,Cancelled,2016-07-11 20:23:00,,2016-07-11,20,Monday,,,Night,,Failure
3177,City,199.0,Cancelled,2016-07-13 09:13:12,,2016-07-13,9,Wednesday,,,Morning,,Failure
5587,City,199.0,Cancelled,2016-07-15 05:58:50,,2016-07-15,5,Friday,,,Early Morning,,Failure
5628,City,199.0,Cancelled,2016-07-15 06:34:40,,2016-07-15,6,Friday,,,Early Morning,,Failure
6173,City,199.0,Cancelled,2016-07-15 16:45:26,,2016-07-15,16,Friday,,,Evening,,Failure
383,City,200.0,Cancelled,2016-07-11 08:21:00,,2016-07-11,8,Monday,,,Morning,,Failure
749,Airport,200.0,Cancelled,2016-07-11 15:48:00,,2016-07-11,15,Monday,,,Afternoon,,Failure
5733,City,200.0,Cancelled,2016-07-15 07:51:13,,2016-07-15,7,Friday,,,Early Morning,,Failure
18,City,201.0,Cancelled,2016-07-11 01:16:00,,2016-07-11,1,Monday,,,Night,,Failure
2125,Airport,201.0,Cancelled,2016-07-12 16:52:00,,2016-07-12,16,Tuesday,,,Evening,,Failure
5522,City,201.0,Cancelled,2016-07-15 05:21:37,,2016-07-15,5,Friday,,,Early Morning,,Failure
5895,City,201.0,Cancelled,2016-07-15 09:49:21,,2016-07-15,9,Friday,,,Morning,,Failure
192,City,202.0,Cancelled,2016-07-11 05:56:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
1469,City,202.0,Cancelled,2016-07-12 05:05:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
1486,City,202.0,Cancelled,2016-07-12 05:20:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
2971,City,202.0,Cancelled,2016-07-13 06:53:00,,2016-07-13,6,Wednesday,,,Early Morning,,Failure
4331,City,202.0,Cancelled,2016-07-14 07:10:46,,2016-07-14,7,Thursday,,,Early Morning,,Failure
1739,City,203.0,Cancelled,2016-07-12 08:30:00,,2016-07-12,8,Tuesday,,,Morning,,Failure
5679,City,203.0,Cancelled,2016-07-15 07:09:12,,2016-07-15,7,Friday,,,Early Morning,,Failure
5750,City,203.0,Cancelled,2016-07-15 08:03:18,,2016-07-15,8,Friday,,,Morning,,Failure
5856,City,203.0,Cancelled,2016-07-15 09:08:43,,2016-07-15,9,Friday,,,Morning,,Failure
6033,Airport,203.0,Cancelled,2016-07-15 12:55:58,,2016-07-15,12,Friday,,,Afternoon,,Failure
119,City,204.0,Cancelled,2016-07-11 05:10:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
641,City,204.0,Cancelled,2016-07-11 12:31:00,,2016-07-11,12,Monday,,,Afternoon,,Failure
3144,City,204.0,Cancelled,2016-07-13 08:55:43,,2016-07-13,8,Wednesday,,,Morning,,Failure
3404,Airport,204.0,Cancelled,2016-07-13 15:18:33,,2016-07-13,15,Wednesday,,,Afternoon,,Failure
4185,City,204.0,Cancelled,2016-07-14 05:16:42,,2016-07-14,5,Thursday,,,Early Morning,,Failure
5918,City,204.0,Cancelled,2016-07-15 10:01:19,,2016-07-15,10,Friday,,,Morning,,Failure
98,City,205.0,Cancelled,2016-07-11 04:58:00,,2016-07-11,4,Monday,,,Early Morning,,Failure
1541,City,205.0,Cancelled,2016-07-12 06:04:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
2872,City,205.0,Cancelled,2016-07-13 05:41:43,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
3498,City,205.0,Cancelled,2016-07-13 17:36:54,,2016-07-13,17,Wednesday,,,Evening,,Failure
5646,City,205.0,Cancelled,2016-07-15 06:52:54,,2016-07-15,6,Friday,,,Early Morning,,Failure
5656,City,205.0,Cancelled,2016-07-15 06:54:05,,2016-07-15,6,Friday,,,Early Morning,,Failure
130,City,206.0,Cancelled,2016-07-11 05:12:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
268,City,206.0,Cancelled,2016-07-11 06:52:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
644,Airport,206.0,Cancelled,2016-07-11 12:29:00,,2016-07-11,12,Monday,,,Afternoon,,Failure
1572,City,206.0,Cancelled,2016-07-12 06:22:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
1619,City,206.0,Cancelled,2016-07-12 06:53:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
1668,City,206.0,Cancelled,2016-07-12 07:35:00,,2016-07-12,7,Tuesday,,,Early Morning,,Failure
1707,City,206.0,Cancelled,2016-07-12 08:10:00,,2016-07-12,8,Tuesday,,,Morning,,Failure
2113,Airport,206.0,Cancelled,2016-07-12 16:29:00,,2016-07-12,16,Tuesday,,,Evening,,Failure
4581,City,206.0,Cancelled,2016-07-14 10:04:38,,2016-07-14,10,Thursday,,,Morning,,Failure
5626,City,206.0,Cancelled,2016-07-15 06:33:43,,2016-07-15,6,Friday,,,Early Morning,,Failure
4255,City,207.0,Cancelled,2016-07-14 06:08:00,,2016-07-14,6,Thursday,,,Early Morning,,Failure
5794,City,207.0,Cancelled,2016-07-15 08:38:36,,2016-07-15,8,Friday,,,Morning,,Failure
6103,Airport,208.0,Cancelled,2016-07-15 14:52:59,,2016-07-15,14,Friday,,,Afternoon,,Failure
302,City,209.0,Cancelled,2016-07-11 07:17:00,,2016-07-11,7,Monday,,,Early Morning,,Failure
1137,City,209.0,Cancelled,2016-07-11 20:32:00,,2016-07-11,20,Monday,,,Night,,Failure
4304,City,209.0,Cancelled,2016-07-14 06:50:42,,2016-07-14,6,Thursday,,,Early Morning,,Failure
1702,City,210.0,Cancelled,2016-07-12 08:02:00,,2016-07-12,8,Tuesday,,,Morning,,Failure
1762,City,210.0,Cancelled,2016-07-12 08:50:00,,2016-07-12,8,Tuesday,,,Morning,,Failure
2373,Airport,210.0,Cancelled,2016-07-12 19:36:00,,2016-07-12,19,Tuesday,,,Evening,,Failure
3005,City,210.0,Cancelled,2016-07-13 07:15:35,,2016-07-13,7,Wednesday,,,Early Morning,,Failure
3131,City,210.0,Cancelled,2016-07-13 08:40:50,,2016-07-13,8,Wednesday,,,Morning,,Failure
3883,Airport,210.0,Cancelled,2016-07-13 21:56:05,,2016-07-13,21,Wednesday,,,Night,,Failure
6131,Airport,210.0,Cancelled,2016-07-15 15:38:23,,2016-07-15,15,Friday,,,Afternoon,,Failure
6302,Airport,210.0,Cancelled,2016-07-15 18:29:19,,2016-07-15,18,Friday,,,Evening,,Failure
6538,Airport,210.0,Cancelled,2016-07-15 20:54:55,,2016-07-15,20,Friday,,,Night,,Failure
244,City,211.0,Cancelled,2016-07-11 06:31:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
1216,Airport,211.0,Cancelled,2016-07-11 21:32:00,,2016-07-11,21,Monday,,,Night,,Failure
4154,City,211.0,Cancelled,2016-07-14 05:07:00,,2016-07-14,5,Thursday,,,Early Morning,,Failure
393,City,212.0,Cancelled,2016-07-11 08:27:00,,2016-07-11,8,Monday,,,Morning,,Failure
419,City,212.0,Cancelled,2016-07-11 08:42:00,,2016-07-11,8,Monday,,,Morning,,Failure
4311,City,212.0,Cancelled,2016-07-14 06:52:50,,2016-07-14,6,Thursday,,,Early Morning,,Failure
4404,City,212.0,Cancelled,2016-07-14 07:55:00,,2016-07-14,7,Thursday,,,Early Morning,,Failure
5675,City,212.0,Cancelled,2016-07-15 07:08:58,,2016-07-15,7,Friday,,,Early Morning,,Failure
193,City,213.0,Cancelled,2016-07-11 05:58:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
1825,City,213.0,Cancelled,2016-07-12 09:35:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
3111,City,213.0,Cancelled,2016-07-13 08:31:41,,2016-07-13,8,Wednesday,,,Morning,,Failure
4160,City,213.0,Cancelled,2016-07-14 05:05:12,,2016-07-14,5,Thursday,,,Early Morning,,Failure
2846,City,214.0,Cancelled,2016-07-13 05:24:17,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
3163,City,214.0,Cancelled,2016-07-13 09:04:03,,2016-07-13,9,Wednesday,,,Morning,,Failure
3446,City,214.0,Cancelled,2016-07-13 16:39:36,,2016-07-13,16,Wednesday,,,Evening,,Failure
4543,City,214.0,Cancelled,2016-07-14 09:36:37,,2016-07-14,9,Thursday,,,Morning,,Failure
4800,Airport,214.0,Cancelled,2016-07-14 16:59:22,,2016-07-14,16,Thursday,,,Evening,,Failure
107,City,215.0,Cancelled,2016-07-11 05:02:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
1594,City,215.0,Cancelled,2016-07-12 06:41:00,,2016-07-12,6,Tuesday,,,Early Morning,,Failure
1791,City,215.0,Cancelled,2016-07-12 09:08:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
6050,City,215.0,Cancelled,2016-07-15 13:35:03,,2016-07-15,13,Friday,,,Afternoon,,Failure
409,City,216.0,Cancelled,2016-07-11 08:34:00,,2016-07-11,8,Monday,,,Morning,,Failure
3137,City,216.0,Cancelled,2016-07-13 08:52:30,,2016-07-13,8,Wednesday,,,Morning,,Failure
4532,City,216.0,Cancelled,2016-07-14 09:35:38,,2016-07-14,9,Thursday,,,Morning,,Failure
5914,City,216.0,Cancelled,2016-07-15 09:58:37,,2016-07-15,9,Friday,,,Morning,,Failure
5618,City,217.0,Cancelled,2016-07-15 06:25:41,,2016-07-15,6,Friday,,,Early Morning,,Failure
5688,City,217.0,Cancelled,2016-07-15 07:24:11,,2016-07-15,7,Friday,,,Early Morning,,Failure
6419,City,217.0,Cancelled,2016-07-15 19:47:39,,2016-07-15,19,Friday,,,Evening,,Failure
711,City,218.0,Cancelled,2016-07-11 14:22:00,,2016-07-11,14,Monday,,,Afternoon,,Failure
4415,City,218.0,Cancelled,2016-07-14 08:11:36,,2016-07-14,8,Thursday,,,Morning,,Failure
4544,City,218.0,Cancelled,2016-07-14 09:33:28,,2016-07-14,9,Thursday,,,Morning,,Failure
3173,City,219.0,Cancelled,2016-07-13 09:12:19,,2016-07-13,9,Wednesday,,,Morning,,Failure
6262,Airport,219.0,Cancelled,2016-07-15 18:05:37,,2016-07-15,18,Friday,,,Evening,,Failure
262,City,220.0,Cancelled,2016-07-11 06:41:00,,2016-07-11,6,Monday,,,Early Morning,,Failure
529,City,220.0,Cancelled,2016-07-11 09:54:00,,2016-07-11,9,Monday,,,Morning,,Failure
1537,City,220.0,Cancelled,2016-07-12 05:55:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
1788,City,220.0,Cancelled,2016-07-12 09:08:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
5816,City,220.0,Cancelled,2016-07-15 08:44:58,,2016-07-15,8,Friday,,,Morning,,Failure
3260,City,221.0,Cancelled,2016-07-13 10:13:25,,2016-07-13,10,Wednesday,,,Morning,,Failure
4008,City,221.0,Cancelled,2016-07-13 23:43:03,,2016-07-13,23,Wednesday,,,Night,,Failure
4574,City,221.0,Cancelled,2016-07-14 09:53:19,,2016-07-14,9,Thursday,,,Morning,,Failure
1730,City,222.0,Cancelled,2016-07-12 08:25:00,,2016-07-12,8,Tuesday,,,Morning,,Failure
2448,Airport,222.0,Cancelled,2016-07-12 20:26:00,,2016-07-12,20,Tuesday,,,Night,,Failure
4570,City,222.0,Cancelled,2016-07-14 09:51:07,,2016-07-14,9,Thursday,,,Morning,,Failure
5529,City,222.0,Cancelled,2016-07-15 05:24:02,,2016-07-15,5,Friday,,,Early Morning,,Failure
1506,City,223.0,Cancelled,2016-07-12 05:37:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
2651,City,223.0,Cancelled,2016-07-12 22:56:00,,2016-07-12,22,Tuesday,,,Night,,Failure
3185,City,223.0,Cancelled,2016-07-13 09:24:46,,2016-07-13,9,Wednesday,,,Morning,,Failure
3421,City,223.0,Cancelled,2016-07-13 15:42:36,,2016-07-13,15,Wednesday,,,Afternoon,,Failure
291,City,224.0,Cancelled,2016-07-11 07:06:00,,2016-07-11,7,Monday,,,Early Morning,,Failure
1669,City,224.0,Cancelled,2016-07-12 07:39:00,,2016-07-12,7,Tuesday,,,Early Morning,,Failure
3974,City,224.0,Cancelled,2016-07-13 23:04:14,,2016-07-13,23,Wednesday,,,Night,,Failure
4349,City,224.0,Cancelled,2016-07-14 07:18:19,,2016-07-14,7,Thursday,,,Early Morning,,Failure
4442,City,224.0,Cancelled,2016-07-14 08:33:10,,2016-07-14,8,Thursday,,,Morning,,Failure
5327,Airport,224.0,Cancelled,2016-07-14 22:12:35,,2016-07-14,22,Thursday,,,Night,,Failure
2929,City,225.0,Cancelled,2016-07-13 06:28:41,,2016-07-13,6,Wednesday,,,Early Morning,,Failure
3186,City,225.0,Cancelled,2016-07-13 09:28:29,,2016-07-13,9,Wednesday,,,Morning,,Failure
4211,City,225.0,Cancelled,2016-07-14 05:37:33,,2016-07-14,5,Thursday,,,Early Morning,,Failure
5273,Airport,225.0,Cancelled,2016-07-14 21:29:36,,2016-07-14,21,Thursday,,,Night,,Failure
6445,City,225.0,Cancelled,2016-07-15 20:01:14,,2016-07-15,20,Friday,,,Night,,Failure
157,City,226.0,Cancelled,2016-07-11 05:38:00,,2016-07-11,5,Monday,,,Early Morning,,Failure
2813,City,226.0,Cancelled,2016-07-13 05:06:08,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
3057,City,226.0,Cancelled,2016-07-13 07:50:41,,2016-07-13,7,Wednesday,,,Early Morning,,Failure
4641,City,226.0,Cancelled,2016-07-14 11:39:07,,2016-07-14,11,Thursday,,,Morning,,Failure
5884,City,226.0,Cancelled,2016-07-15 09:36:17,,2016-07-15,9,Friday,,,Morning,,Failure
1837,City,227.0,Cancelled,2016-07-12 09:36:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
4092,City,227.0,Cancelled,2016-07-14 02:55:40,,2016-07-14,2,Thursday,,,Night,,Failure
4222,City,227.0,Cancelled,2016-07-14 05:44:07,,2016-07-14,5,Thursday,,,Early Morning,,Failure
1509,City,228.0,Cancelled,2016-07-12 05:42:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
3194,City,228.0,Cancelled,2016-07-13 09:35:28,,2016-07-13,9,Wednesday,,,Morning,,Failure
3541,Airport,228.0,Cancelled,2016-07-13 17:57:13,,2016-07-13,17,Wednesday,,,Evening,,Failure
1365,City,229.0,Cancelled,2016-07-11 00:09:00,,2016-07-11,0,Monday,,,Night,,Failure
1834,City,229.0,Cancelled,2016-07-12 09:33:00,,2016-07-12,9,Tuesday,,,Morning,,Failure
4129,City,229.0,Cancelled,2016-07-14 04:42:23,,2016-07-14,4,Thursday,,,Early Morning,,Failure
4380,City,229.0,Cancelled,2016-07-14 07:47:21,,2016-07-14,7,Thursday,,,Early Morning,,Failure
4434,City,229.0,Cancelled,2016-07-14 08:27:11,,2016-07-14,8,Thursday,,,Morning,,Failure
5735,City,229.0,Cancelled,2016-07-15 07:47:23,,2016-07-15,7,Friday,,,Early Morning,,Failure
6434,Airport,229.0,Cancelled,2016-07-15 19:49:25,,2016-07-15,19,Friday,,,Evening,,Failure
623,Airport,230.0,Cancelled,2016-07-11 12:03:00,,2016-07-11,12,Monday,,,Afternoon,,Failure
1521,City,230.0,Cancelled,2016-07-12 05:50:00,,2016-07-12,5,Tuesday,,,Early Morning,,Failure
2771,City,230.0,Cancelled,2016-07-13 04:24:36,,2016-07-13,4,Wednesday,,,Early Morning,,Failure
2873,City,230.0,Cancelled,2016-07-13 05:48:58,,2016-07-13,5,Wednesday,,,Early Morning,,Failure
3320,Airport,230.0,Cancelled,2016-07-13 12:21:11,,2016-07-13,12,Wednesday,,,Afternoon,,Failure
4571,City,230.0,Cancelled,2016-07-14 09:49:16,,2016-07-14,9,Thursday,,,Morning,,Failure
4600,City,230.0,Cancelled,2016-07-14 10:08:30,,2016-07-14,10,Thursday,,,Morning,,Failure
5341,City,230.0,Cancelled,2016-07-14 22:34:33,,2016-07-14,22,Thursday,,,Night,,Failure
2435,City,231.0,Cancelled,2016-07-12 20:11:00,,2016-07-12,20,Tuesday,,,Night,,Failure
2919,City,231.0,Cancelled,2016-07-13 06:19:03,,2016-07-13,6,Wednesday,,,Early Morning,,Failure
4712,City,231.0,Cancelled,2016-07-14 13:23:54,,2016-07-14,13,Thursday,,,Afternoon,,Failure
399,City,232.0,Cancelled,2016-07-11 08:25:00,,2016-07-11,8,Monday,,,Morning,,Failure
